campaign,payment_country,region,tenure,metric,result
2018,at,Total,New,active,199
2018,at,Total,New,apam,62.31
2018,at,Total,New,funds,12398.74
2018,at,Total,New,comment,
2018,at,Total,Retained,regos_total_prior,1116
2018,at,Total,Retained,regos,307
2018,at,Total,Retained,active,162
2018,at,Total,Retained,apam,119.71
2018,at,Total,Retained,funds,19393.31
2018,at,Total,Retained,comment,
2018,at,Total,Retained,regos_total_curnt,1109
2018,at,Total,Returned,regos,108
2018,at,Total,Returned,active,20
2018,at,Total,Returned,apam,74.88
2018,at,Total,Returned,funds,1497.52
2018,at,Total,Returned,comment,
2018,at,Total,Team,donations,61
2018,at,Total,Team,atdd,247.26
2018,at,Total,Team,funds,15082.96
2018,at,Total,Team,comment,
2018,be,Total,Foundation,donations,73
2018,be,Total,Foundation,ada,133.2
2018,be,Total,Foundation,funds,9723.36
2018,be,Total,Foundation,comment,
2018,be,Total,New,regos,858
2018,be,Total,New,active,217
2018,be,Total,New,apam,124.08
2018,be,Total,New,funds,26926.21
2018,be,Total,New,comment,
2018,be,Total,Retained,regos_total_prior,1215
2018,be,Total,Retained,regos,213
2018,be,Total,Retained,active,108
2018,be,Total,Retained,apam,231.27
2018,be,Total,Retained,funds,24977.53
2018,be,Total,Retained,comment,
2018,be,Total,Retained,regos_total_curnt,1186
2018,be,Total,Returned,regos,115
2018,be,Total,Returned,active,35
2018,be,Total,Returned,apam,132.58
2018,be,Total,Returned,funds,4640.47
2018,be,Total,Returned,comment,
2018,be,Total,Team,donations,48
2018,be,Total,Team,atdd,395.0
2018,be,Total,Team,funds,18959.79
2018,be,Total,Team,comment,
2018,cz,Total,Foundation,donations,431
2018,cz,Total,Foundation,ada,672.62
2018,cz,Total,Foundation,funds,289898.11
2018,cz,Total,Foundation,comment,
2018,cz,Total,New,regos,2087
2018,cz,Total,New,active,586
2018,cz,Total,New,apam,1215.46
2018,cz,Total,New,funds,712261.79
2018,cz,Total,New,comment,
2018,cz,Total,Retained,regos_total_prior,4650
2018,cz,Total,Retained,regos,1292
2018,cz,Total,Retained,active,624
2018,cz,Total,Retained,apam,2172.37
2018,cz,Total,Retained,funds,1355556.26
2018,cz,Total,Retained,comment,
2018,cz,Total,Retained,regos_total_curnt,3861
2018,cz,Total,Returned,regos,482
2018,cz,Total,Returned,active,129
2018,cz,Total,Returned,apam,1453.7
2018,cz,Total,Returned,funds,187527.38
2018,cz,Total,Returned,comment,
2018,cz,Total,Team,donations,201
2018,cz,Total,Team,atdd,6539.95
2018,cz,Total,Team,funds,1314530.86
2018,cz,Total,Team,comment,
2018,dk,Total,Foundation,donations,73
2018,dk,Total,Foundation,ada,663.1
2018,dk,Total,Foundation,funds,48406.53
2018,dk,Total,Foundation,comment,
2018,dk,Total,New,regos,615
2018,dk,Total,New,active,152
2018,dk,Total,New,apam,713.73
2018,dk,Total,New,funds,108486.35
2018,dk,Total,New,comment,
2018,dk,Total,Retained,regos_total_prior,1092
2018,dk,Total,Retained,regos,139
2018,dk,Total,Retained,active,88
2018,dk,Total,Retained,apam,1975.76
2018,dk,Total,Retained,funds,173866.79
2018,dk,Total,Retained,comment,
2018,dk,Total,Retained,regos_total_curnt,930
2018,dk,Total,Returned,regos,176
2018,dk,Total,Returned,active,60
2018,dk,Total,Returned,apam,643.88
2018,dk,Total,Returned,funds,38632.65
2018,dk,Total,Returned,comment,
2018,dk,Total,Team,donations,38
2018,dk,Total,Team,atdd,1355.68
2018,dk,Total,Team,funds,51516.0
2018,dk,Total,Team,comment,
2018,fi,Total,Foundation,donations,0
2018,fi,Total,Foundation,ada,0.0
2018,fi,Total,Foundation,funds,0.0
2018,fi,Total,Foundation,comment,
2018,fi,Total,New,regos,0
2018,fi,Total,New,active,0
2018,fi,Total,New,apam,0.0
2018,fi,Total,New,funds,0.0
2018,fi,Total,New,comment,
2018,fi,Total,Retained,regos_total_prior,0
2018,fi,Total,Retained,regos,0
2018,fi,Total,Retained,active,0
2018,fi,Total,Retained,apam,0.0
2018,fi,Total,Retained,funds,0.0
2018,fi,Total,Retained,comment,
2018,fi,Total,Retained,regos_total_curnt,20
2018,fi,Total,Returned,regos,20
2018,fi,Total,Returned,active,0
2018,fi,Total,Returned,apam,0.0
2018,fi,Total,Returned,funds,0.0
2018,fi,Total,Returned,comment,
2018,fi,Total,Team,donations,0
2018,fi,Total,Team,atdd,0.0
2018,fi,Total,Team,funds,0.0
2018,fi,Total,Team,comment,
2018,fr,Total,Foundation,donations,792
2018,fr,Total,Foundation,ada,110.92
2018,fr,Total,Foundation,funds,87845.72
2018,fr,Total,Foundation,comment,
2018,fr,Total,New,regos,5718
2018,fr,Total,New,active,1513
2018,fr,Total,New,apam,56.61
2018,fr,Total,New,funds,85655.66
2018,fr,Total,New,comment,
2018,fr,Total,Retained,regos_total_prior,9332
2018,fr,Total,Retained,regos,1589
2018,fr,Total,Retained,active,870
2018,fr,Total,Retained,apam,166.62
2018,fr,Total,Retained,funds,144959.29
2018,fr,Total,Retained,comment,
2018,fr,Total,Retained,regos_total_curnt,8155
2018,fr,Total,Returned,regos,848
2018,fr,Total,Returned,active,288
2018,fr,Total,Returned,apam,81.79
2018,fr,Total,Returned,funds,23555.28
2018,fr,Total,Returned,comment,
2018,fr,Total,Team,donations,293
2018,fr,Total,Team,atdd,315.62
2018,fr,Total,Team,funds,92478.07
2018,fr,Total,Team,comment,
2018,de,Total,Foundation,donations,793
2018,de,Total,Foundation,ada,72.69
2018,de,Total,Foundation,funds,57645.89
2018,de,Total,Foundation,comment,
2018,de,Total,New,regos,4206
2018,de,Total,New,active,1918
2018,de,Total,New,apam,78.29
2018,de,Total,New,funds,150156.47
2018,de,Total,New,comment,
2018,de,Total,Retained,regos_total_prior,5734
2018,de,Total,Retained,regos,1404
2018,de,Total,Retained,active,950
2018,de,Total,Retained,apam,202.09
2018,de,Total,Retained,funds,191984.49
2018,de,Total,Retained,comment,
2018,de,Total,Retained,regos_total_curnt,6159
2018,de,Total,Returned,regos,549
2018,de,Total,Returned,active,270
2018,de,Total,Returned,apam,119.61
2018,de,Total,Returned,funds,32294.81
2018,de,Total,Returned,comment,
2018,de,Total,Team,donations,299
2018,de,Total,Team,atdd,334.2
2018,de,Total,Team,funds,99925.55
2018,de,Total,Team,comment,
2018,it,Total,Foundation,donations,0
2018,it,Total,Foundation,ada,0.0
2018,it,Total,Foundation,funds,0.0
2018,it,Total,Foundation,comment,
2018,it,Total,New,regos,0
2018,it,Total,New,active,0
2018,it,Total,New,apam,0.0
2018,it,Total,New,funds,0.0
2018,it,Total,New,comment,
2018,it,Total,Retained,regos_total_prior,0
2018,it,Total,Retained,regos,0
2018,it,Total,Retained,active,0
2018,it,Total,Retained,apam,0.0
2018,it,Total,Retained,funds,0.0
2018,it,Total,Retained,comment,
2018,it,Total,Retained,regos_total_curnt,0
2018,it,Total,Returned,regos,0
2018,it,Total,Returned,active,0
2018,it,Total,Returned,apam,0.0
2018,it,Total,Returned,funds,0.0
2018,it,Total,Returned,comment,
2018,it,Total,Team,donations,0
2018,it,Total,Team,atdd,0.0
2018,it,Total,Team,funds,0.0
2018,it,Total,Team,comment,
2018,nl,Total,Foundation,donations,252
2018,nl,Total,Foundation,ada,112.39
2018,nl,Total,Foundation,funds,28321.25
2018,nl,Total,Foundation,comment,
2018,nl,Total,New,regos,1519
2018,nl,Total,New,active,743
2018,nl,Total,New,apam,135.36
2018,nl,Total,New,funds,100572.55
2018,nl,Total,New,comment,
2018,nl,Total,Retained,regos_total_prior,2597
2018,nl,Total,Retained,regos,364
2018,nl,Total,Retained,active,250
2018,nl,Total,Retained,apam,242.96
2018,nl,Total,Retained,funds,60740.81
2018,nl,Total,Retained,comment,
2018,nl,Total,Retained,regos_total_curnt,2057
2018,nl,Total,Returned,regos,174
2018,nl,Total,Returned,active,82
2018,nl,Total,Returned,apam,196.43
2018,nl,Total,Returned,funds,16107.18
2018,nl,Total,Returned,comment,
2018,nl,Total,Team,donations,108
2018,nl,Total,Team,atdd,438.63
2018,nl,Total,Team,funds,47372.26
2018,nl,Total,Team,comment,
2018,no,Total,Foundation,donations,215
2018,no,Total,Foundation,ada,1170.85
2018,no,Total,Foundation,funds,251733.33
2018,no,Total,Foundation,comment,
2018,no,Total,New,regos,1225
2018,no,Total,New,active,495
2018,no,Total,New,apam,1046.65
2018,no,Total,New,funds,518092.59
2018,no,Total,New,comment,
2018,no,Total,Retained,regos_total_prior,3276
2018,no,Total,Retained,regos,553
2018,no,Total,Retained,active,298
2018,no,Total,Retained,apam,2556.76
2018,no,Total,Retained,funds,761914.88
2018,no,Total,Retained,comment,
2018,no,Total,Retained,regos_total_curnt,2210
2018,no,Total,Returned,regos,432
2018,no,Total,Returned,active,178
2018,no,Total,Returned,apam,1066.36
2018,no,Total,Returned,funds,189812.23
2018,no,Total,Returned,comment,
2018,no,Total,Team,donations,110
2018,no,Total,Team,atdd,3549.51
2018,no,Total,Team,funds,390445.85
2018,no,Total,Team,comment,
2018,es,Total,Foundation,donations,549
2018,es,Total,Foundation,ada,93.32
2018,es,Total,Foundation,funds,51233.86
2018,es,Total,Foundation,comment,
2018,es,Total,New,regos,3680
2018,es,Total,New,active,1337
2018,es,Total,New,apam,67.04
2018,es,Total,New,funds,89626.23
2018,es,Total,New,comment,
2018,es,Total,Retained,regos_total_prior,6060
2018,es,Total,Retained,regos,1437
2018,es,Total,Retained,active,950
2018,es,Total,Retained,apam,137.09
2018,es,Total,Retained,funds,130234.55
2018,es,Total,Retained,comment,
2018,es,Total,Retained,regos_total_curnt,5628
2018,es,Total,Returned,regos,511
2018,es,Total,Returned,active,188
2018,es,Total,Returned,apam,85.73
2018,es,Total,Returned,funds,16116.86
2018,es,Total,Returned,comment,
2018,es,Total,Team,donations,166
2018,es,Total,Team,atdd,162.92
2018,es,Total,Team,funds,27045.25
2018,es,Total,Team,comment,
2018,se,Total,Foundation,donations,299
2018,se,Total,Foundation,ada,1059.14
2018,se,Total,Foundation,funds,316683.1
2018,se,Total,Foundation,comment,
2018,se,Total,New,regos,1721
2018,se,Total,New,active,737
2018,se,Total,New,apam,578.52
2018,se,Total,New,funds,426370.56
2018,se,Total,New,comment,
2018,se,Total,Retained,regos_total_prior,3160
2018,se,Total,Retained,regos,584
2018,se,Total,Retained,active,353
2018,se,Total,Retained,apam,1994.22
2018,se,Total,Retained,funds,703958.64
2018,se,Total,Retained,comment,
2018,se,Total,Retained,regos_total_curnt,2596
2018,se,Total,Returned,regos,291
2018,se,Total,Returned,active,113
2018,se,Total,Returned,apam,939.43
2018,se,Total,Returned,funds,106155.99
2018,se,Total,Returned,comment,
2018,se,Total,Team,donations,167
2018,se,Total,Team,atdd,4535.45
2018,se,Total,Team,funds,757420.06
2018,se,Total,Team,comment,
2018,ch,Total,Foundation,donations,161
2018,ch,Total,Foundation,ada,236.92
2018,ch,Total,Foundation,funds,38143.46
2018,ch,Total,Foundation,comment,
2018,ch,Total,New,regos,1570
2018,ch,Total,New,active,832
2018,ch,Total,New,apam,172.27
2018,ch,Total,New,funds,143326.18
2018,ch,Total,New,comment,
2018,ch,Total,Retained,regos_total_prior,2427
2018,ch,Total,Retained,regos,616
2018,ch,Total,Retained,active,459
2018,ch,Total,Retained,apam,308.57
2018,ch,Total,Retained,funds,141633.33
2018,ch,Total,Retained,comment,
2018,ch,Total,Retained,regos_total_curnt,2433
2018,ch,Total,Returned,regos,247
2018,ch,Total,Returned,active,126
2018,ch,Total,Returned,apam,177.91
2018,ch,Total,Returned,funds,22416.92
2018,ch,Total,Returned,comment,
2018,ch,Total,Team,donations,90
2018,ch,Total,Team,atdd,626.05
2018,ch,Total,Team,funds,56344.75
2018,ch,Total,Team,comment,
2018,hk,Total,Foundation,donations,40
2018,hk,Total,Foundation,ada,2605.29
2018,hk,Total,Foundation,funds,104211.7
2018,hk,Total,Foundation,comment,
2018,hk,Total,New,regos,465
2018,hk,Total,New,active,252
2018,hk,Total,New,apam,2314.44
2018,hk,Total,New,funds,583238.93
2018,hk,Total,New,comment,
2018,hk,Total,Retained,regos_total_prior,614
2018,hk,Total,Retained,regos,121
2018,hk,Total,Retained,active,84
2018,hk,Total,Retained,apam,8178.64
2018,hk,Total,Retained,funds,687005.85
2018,hk,Total,Retained,comment,
2018,hk,Total,Retained,regos_total_curnt,657
2018,hk,Total,Returned,regos,71
2018,hk,Total,Returned,active,27
2018,hk,Total,Returned,apam,2549.38
2018,hk,Total,Returned,funds,68833.26
2018,hk,Total,Returned,comment,
2018,hk,Total,Team,donations,42
2018,hk,Total,Team,atdd,12318.77
2018,hk,Total,Team,funds,517388.4
2018,hk,Total,Team,comment,
2018,ex,Total,Foundation,donations,1369
2018,ex,Total,Foundation,ada,91.98
2018,ex,Total,Foundation,funds,125915.02
2018,ex,Total,Foundation,comment,
2018,ex,Total,New,regos,3879
2018,ex,Total,New,active,659
2018,ex,Total,New,apam,112.8
2018,ex,Total,New,funds,74337.13
2018,ex,Total,New,comment,
2018,ex,Total,Retained,regos_total_prior,4976
2018,ex,Total,Retained,regos,608
2018,ex,Total,Retained,active,239
2018,ex,Total,Retained,apam,159.02
2018,ex,Total,Retained,funds,38005.69
2018,ex,Total,Retained,comment,
2018,ex,Total,Retained,regos_total_curnt,4834
2018,ex,Total,Returned,regos,347
2018,ex,Total,Returned,active,88
2018,ex,Total,Returned,apam,177.29
2018,ex,Total,Returned,funds,15601.48
2018,ex,Total,Returned,comment,
2018,ex,Total,Team,donations,139
2018,ex,Total,Team,atdd,434.6
2018,ex,Total,Team,funds,60408.92
2018,ex,Total,Team,comment,
2018,sg,Total,Foundation,donations,86
2018,sg,Total,Foundation,ada,76.7
2018,sg,Total,Foundation,funds,6596.29
2018,sg,Total,Foundation,comment,
2018,sg,Total,New,regos,665
2018,sg,Total,New,active,316
2018,sg,Total,New,apam,414.57
2018,sg,Total,New,funds,131002.89
2018,sg,Total,New,comment,
2018,sg,Total,Retained,regos_total_prior,794
2018,sg,Total,Retained,regos,160
2018,sg,Total,Retained,active,98
2018,sg,Total,Retained,apam,798.33
2018,sg,Total,Retained,funds,78236.72
2018,sg,Total,Retained,comment,
2018,sg,Total,Retained,regos_total_curnt,934
2018,sg,Total,Returned,regos,109
2018,sg,Total,Returned,active,62
2018,sg,Total,Returned,apam,959.78
2018,sg,Total,Returned,funds,59506.32
2018,sg,Total,Returned,comment,
2018,sg,Total,Team,donations,56
2018,sg,Total,Team,atdd,862.88
2018,sg,Total,Team,funds,48321.3
2018,sg,Total,Team,comment,
2018,za,Total,Foundation,donations,173
2018,za,Total,Foundation,ada,783.63
2018,za,Total,Foundation,funds,135567.37
2018,za,Total,Foundation,comment,
2018,za,Total,New,regos,3279
2018,za,Total,New,active,886
2018,za,Total,New,apam,1007.54
2018,za,Total,New,funds,892676.49
2018,za,Total,New,comment,
2018,za,Total,Retained,regos_total_prior,7625
2018,za,Total,Retained,regos,884
2018,za,Total,Retained,active,372
2018,za,Total,Retained,apam,2547.89
2018,za,Total,Retained,funds,947814.85
2018,za,Total,Retained,comment,
2018,za,Total,Retained,regos_total_curnt,4839
2018,za,Total,Returned,regos,676
2018,za,Total,Returned,active,206
2018,za,Total,Returned,apam,1210.24
2018,za,Total,Returned,funds,249309.22
2018,za,Total,Returned,comment,
2018,za,Total,Team,donations,204
2018,za,Total,Team,atdd,1974.67
2018,za,Total,Team,funds,402831.8
2018,za,Total,Team,comment,
