campaign,payment_country,region,tenure,metric,result
2020,nz,Total,Foundation,ada,116.19
2020,nz,Total,Foundation,funds,85280.46
2020,nz,Total,Foundation,comment,
2020,nz,Total,New,regos,7696
2020,nz,Total,New,active,3904
2020,nz,Total,New,apam,263.9
2020,nz,Total,New,funds,1030258.75
2020,nz,Total,New,comment,
2020,nz,Total,Retained,regos_total_prior,12863
2020,nz,Total,Retained,regos,2185
2020,nz,Total,Retained,active,1367
2020,nz,Total,Retained,apam,359.56
2020,nz,Total,Retained,funds,491517.27
2020,nz,Total,Retained,comment,
2020,nz,Total,Retained,regos_total_curnt,11028
2020,nz,Total,Returned,regos,1147
2020,nz,Total,Returned,active,642
2020,nz,Total,Returned,apam,349.38
2020,nz,Total,Returned,funds,224300.09
2020,nz,Total,Returned,comment,
2020,nz,Total,Team,donations,738
2020,nz,Total,Team,atdd,495.98
2020,nz,Total,Team,funds,366031.87
2020,nz,Total,Team,comment,
2020,at,Total,Foundation,donations,252
2020,at,Total,Foundation,ada,63.62
2020,at,Total,Foundation,funds,16033.47
2020,at,Total,Foundation,comment,
2020,at,Total,New,regos,656
2020,at,Total,New,active,131
2020,at,Total,New,apam,85.71
2020,at,Total,New,funds,11228.44
2020,at,Total,New,comment,
2020,at,Total,Retained,regos_total_prior,1030
2020,at,Total,Retained,regos,253
2020,at,Total,Retained,active,76
2020,at,Total,Retained,apam,140.51
2020,at,Total,Retained,funds,10678.65
2020,at,Total,Retained,comment,
2020,at,Total,Retained,regos_total_curnt,1051
2020,at,Total,Returned,regos,142
2020,at,Total,Returned,active,42
2020,at,Total,Returned,apam,103.93
2020,at,Total,Returned,funds,4365.1
2020,at,Total,Returned,comment,
2020,at,Total,Team,donations,68
2020,at,Total,Team,atdd,268.46
2020,at,Total,Team,funds,18255.3
2020,at,Total,Team,comment,
2020,be,Total,Foundation,donations,74
2020,be,Total,Foundation,ada,331.02
2020,be,Total,Foundation,funds,24495.46
2020,be,Total,Foundation,comment,
2020,be,Total,New,regos,566
2020,be,Total,New,active,149
2020,be,Total,New,apam,177.2
2020,be,Total,New,funds,26402.46
2020,be,Total,New,comment,
2020,be,Total,Retained,regos_total_prior,992
2020,be,Total,Retained,regos,169
2020,be,Total,Retained,active,67
2020,be,Total,Retained,apam,280.33
2020,be,Total,Retained,funds,18781.95
2020,be,Total,Retained,comment,
2020,be,Total,Retained,regos_total_curnt,875
2020,be,Total,Returned,regos,140
2020,be,Total,Returned,active,44
2020,be,Total,Returned,apam,114.41
2020,be,Total,Returned,funds,5034.04
2020,be,Total,Returned,comment,
2020,be,Total,Team,donations,31
2020,be,Total,Team,atdd,350.96
2020,be,Total,Team,funds,10879.77
2020,be,Total,Team,comment,
2020,cz,Total,Foundation,donations,513
2020,cz,Total,Foundation,ada,497.39
2020,cz,Total,Foundation,funds,255160.0
2020,cz,Total,Foundation,comment,
2020,cz,Total,New,regos,1415
2020,cz,Total,New,active,261
2020,cz,Total,New,apam,1469.77
2020,cz,Total,New,funds,383610.6
2020,cz,Total,New,comment,
2020,cz,Total,Retained,regos_total_prior,3450
2020,cz,Total,Retained,regos,978
2020,cz,Total,Retained,active,352
2020,cz,Total,Retained,apam,3107.92
2020,cz,Total,Retained,funds,1093988.93
2020,cz,Total,Retained,comment,
2020,cz,Total,Retained,regos_total_curnt,2883
2020,cz,Total,Returned,regos,490
2020,cz,Total,Returned,active,104
2020,cz,Total,Returned,apam,1077.66
2020,cz,Total,Returned,funds,112076.62
2020,cz,Total,Returned,comment,
2020,cz,Total,Team,donations,161
2020,cz,Total,Team,atdd,10551.25
2020,cz,Total,Team,funds,1698751.87
2020,cz,Total,Team,comment,
2020,dk,Total,Foundation,donations,63
2020,dk,Total,Foundation,ada,256.8
2020,dk,Total,Foundation,funds,16178.4
2020,dk,Total,Foundation,comment,
2020,dk,Total,New,regos,621
2020,dk,Total,New,active,109
2020,dk,Total,New,apam,826.31
2020,dk,Total,New,funds,90068.0
2020,dk,Total,New,comment,
2020,dk,Total,Retained,regos_total_prior,768
2020,dk,Total,Retained,regos,91
2020,dk,Total,Retained,active,42
2020,dk,Total,Retained,apam,4460.52
2020,dk,Total,Retained,funds,187341.8
2020,dk,Total,Retained,comment,
2020,dk,Total,Retained,regos_total_curnt,831
2020,dk,Total,Returned,regos,119
2020,dk,Total,Returned,active,36
2020,dk,Total,Returned,apam,792.39
2020,dk,Total,Returned,funds,28526.0
2020,dk,Total,Returned,comment,
2020,dk,Total,Team,donations,34
2020,dk,Total,Team,atdd,2806.6
2020,dk,Total,Team,funds,95424.25
2020,dk,Total,Team,comment,
2020,fi,Total,Foundation,donations,0
2020,fi,Total,Foundation,ada,0.0
2020,fi,Total,Foundation,funds,0.0
2020,fi,Total,Foundation,comment,
2020,fi,Total,New,regos,0
2020,fi,Total,New,active,0
2020,fi,Total,New,apam,0.0
2020,fi,Total,New,funds,0.0
2020,fi,Total,New,comment,
2020,fi,Total,Retained,regos_total_prior,25
2020,fi,Total,Retained,regos,1
2020,fi,Total,Retained,active,0
2020,fi,Total,Retained,apam,0.0
2020,fi,Total,Retained,funds,0.0
2020,fi,Total,Retained,comment,
2020,fi,Total,Retained,regos_total_curnt,9
2020,fi,Total,Returned,regos,8
2020,fi,Total,Returned,active,0
2020,fi,Total,Returned,apam,0.0
2020,fi,Total,Returned,funds,0.0
2020,fi,Total,Returned,comment,
2020,fi,Total,Team,donations,0
2020,fi,Total,Team,atdd,0.0
2020,fi,Total,Team,funds,0.0
2020,fi,Total,Team,comment,
2020,fr,Total,Foundation,donations,1208
2020,fr,Total,Foundation,ada,103.0
2020,fr,Total,Foundation,funds,124421.59
2020,fr,Total,Foundation,comment,
2020,fr,Total,New,regos,6900
2020,fr,Total,New,active,774
2020,fr,Total,New,apam,94.67
2020,fr,Total,New,funds,73274.72
2020,fr,Total,New,comment,
2020,fr,Total,Retained,regos_total_prior,10754
2020,fr,Total,Retained,regos,1523
2020,fr,Total,Retained,active,445
2020,fr,Total,Retained,apam,228.01
2020,fr,Total,Retained,funds,101465.34
2020,fr,Total,Retained,comment,
2020,fr,Total,Retained,regos_total_curnt,9350
2020,fr,Total,Returned,regos,927
2020,fr,Total,Returned,active,196
2020,fr,Total,Returned,apam,162.3
2020,fr,Total,Returned,funds,31811.53
2020,fr,Total,Returned,comment,
2020,fr,Total,Team,donations,287
2020,fr,Total,Team,atdd,279.31
2020,fr,Total,Team,funds,80160.83
2020,fr,Total,Team,comment,
2020,de,Total,Foundation,donations,1378
2020,de,Total,Foundation,ada,76.22
2020,de,Total,Foundation,funds,105035.4
2020,de,Total,Foundation,comment,
2020,de,Total,New,regos,6836
2020,de,Total,New,active,1866
2020,de,Total,New,apam,99.61
2020,de,Total,New,funds,185874.07
2020,de,Total,New,comment,
2020,de,Total,Retained,regos_total_prior,7412
2020,de,Total,Retained,regos,1652
2020,de,Total,Retained,active,759
2020,de,Total,Retained,apam,270.05
2020,de,Total,Retained,funds,204968.8
2020,de,Total,Retained,comment,
2020,de,Total,Retained,regos_total_curnt,9260
2020,de,Total,Returned,regos,772
2020,de,Total,Returned,active,260
2020,de,Total,Returned,apam,153.54
2020,de,Total,Returned,funds,39919.52
2020,de,Total,Returned,comment,
2020,de,Total,Team,donations,476
2020,de,Total,Team,atdd,377.4
2020,de,Total,Team,funds,179644.0
2020,de,Total,Team,comment,
2020,it,Total,Foundation,donations,0
2020,it,Total,Foundation,ada,0.0
2020,it,Total,Foundation,funds,0.0
2020,it,Total,Foundation,comment,
2020,it,Total,New,regos,0
2020,it,Total,New,active,0
2020,it,Total,New,apam,0.0
2020,it,Total,New,funds,0.0
2020,it,Total,New,comment,
2020,it,Total,Retained,regos_total_prior,0
2020,it,Total,Retained,regos,0
2020,it,Total,Retained,active,0
2020,it,Total,Retained,apam,0.0
2020,it,Total,Retained,funds,0.0
2020,it,Total,Retained,comment,
2020,it,Total,Retained,regos_total_curnt,0
2020,it,Total,Returned,regos,0
2020,it,Total,Returned,active,0
2020,it,Total,Returned,apam,0.0
2020,it,Total,Returned,funds,0.0
2020,it,Total,Returned,comment,
2020,it,Total,Team,donations,0
2020,it,Total,Team,atdd,0.0
2020,it,Total,Team,funds,0.0
2020,it,Total,Team,comment,
2020,nl,Total,Foundation,donations,566
2020,nl,Total,Foundation,ada,72.23
2020,nl,Total,Foundation,funds,40882.55
2020,nl,Total,Foundation,comment,
2020,nl,Total,New,regos,2094
2020,nl,Total,New,active,905
2020,nl,Total,New,apam,179.56
2020,nl,Total,New,funds,162498.27
2020,nl,Total,New,comment,
2020,nl,Total,Retained,regos_total_prior,2544
2020,nl,Total,Retained,regos,415
2020,nl,Total,Retained,active,243
2020,nl,Total,Retained,apam,289.89
2020,nl,Total,Retained,funds,70444.31
2020,nl,Total,Retained,comment,
2020,nl,Total,Retained,regos_total_curnt,2797
2020,nl,Total,Returned,regos,288
2020,nl,Total,Returned,active,123
2020,nl,Total,Returned,apam,223.71
2020,nl,Total,Returned,funds,27515.77
2020,nl,Total,Returned,comment,
2020,nl,Total,Team,donations,154
2020,nl,Total,Team,atdd,470.5
2020,nl,Total,Team,funds,72457.43
2020,nl,Total,Team,comment,
2020,no,Total,Foundation,donations,211
2020,no,Total,Foundation,ada,752.02
2020,no,Total,Foundation,funds,158677.23
2020,no,Total,Foundation,comment,
2020,no,Total,New,regos,996
2020,no,Total,New,active,225
2020,no,Total,New,apam,1057.78
2020,no,Total,New,funds,237999.84
2020,no,Total,New,comment,
2020,no,Total,Retained,regos_total_prior,2061
2020,no,Total,Retained,regos,333
2020,no,Total,Retained,active,170
2020,no,Total,Retained,apam,3604.46
2020,no,Total,Retained,funds,612757.62
2020,no,Total,Retained,comment,
2020,no,Total,Retained,regos_total_curnt,1699
2020,no,Total,Returned,regos,370
2020,no,Total,Returned,active,118
2020,no,Total,Returned,apam,1090.37
2020,no,Total,Returned,funds,128663.92
2020,no,Total,Returned,comment,
2020,no,Total,Team,donations,81
2020,no,Total,Team,atdd,2875.77
2020,no,Total,Team,funds,232937.58
2020,no,Total,Team,comment,
2020,es,Total,Foundation,donations,635
2020,es,Total,Foundation,ada,47.32
2020,es,Total,Foundation,funds,30045.26
2020,es,Total,Foundation,comment,
2020,es,Total,New,regos,2812
2020,es,Total,New,active,473
2020,es,Total,New,apam,77.73
2020,es,Total,New,funds,36766.18
2020,es,Total,New,comment,
2020,es,Total,Retained,regos_total_prior,6017
2020,es,Total,Retained,regos,1317
2020,es,Total,Retained,active,528
2020,es,Total,Retained,apam,171.52
2020,es,Total,Retained,funds,90560.54
2020,es,Total,Retained,comment,
2020,es,Total,Retained,regos_total_curnt,4683
2020,es,Total,Returned,regos,554
2020,es,Total,Returned,active,132
2020,es,Total,Returned,apam,98.04
2020,es,Total,Returned,funds,12941.89
2020,es,Total,Returned,comment,
2020,es,Total,Team,donations,190
2020,es,Total,Team,atdd,268.46
2020,es,Total,Team,funds,51007.61
2020,es,Total,Team,comment,
2020,se,Total,Foundation,donations,403
2020,se,Total,Foundation,ada,472.05
2020,se,Total,Foundation,funds,190236.1
2020,se,Total,Foundation,comment,
2020,se,Total,New,regos,1020
2020,se,Total,New,active,251
2020,se,Total,New,apam,1049.72
2020,se,Total,New,funds,263480.32
2020,se,Total,New,comment,
2020,se,Total,Retained,regos_total_prior,2153
2020,se,Total,Retained,regos,278
2020,se,Total,Retained,active,117
2020,se,Total,Retained,apam,5019.99
2020,se,Total,Retained,funds,587338.92
2020,se,Total,Retained,comment,
2020,se,Total,Retained,regos_total_curnt,1493
2020,se,Total,Returned,regos,195
2020,se,Total,Returned,active,54
2020,se,Total,Returned,apam,1282.23
2020,se,Total,Returned,funds,69240.46
2020,se,Total,Returned,comment,
2020,se,Total,Team,donations,109
2020,se,Total,Team,atdd,4705.15
2020,se,Total,Team,funds,512861.0
2020,se,Total,Team,comment,
2020,ch,Total,Foundation,donations,264
2020,ch,Total,Foundation,ada,260.79
2020,ch,Total,Foundation,funds,68848.62
2020,ch,Total,Foundation,comment,
2020,ch,Total,New,regos,2422
2020,ch,Total,New,active,759
2020,ch,Total,New,apam,190.99
2020,ch,Total,New,funds,144963.53
2020,ch,Total,New,comment,
2020,ch,Total,Retained,regos_total_prior,2624
2020,ch,Total,Retained,regos,635
2020,ch,Total,Retained,active,342
2020,ch,Total,Retained,apam,382.0
2020,ch,Total,Retained,funds,130643.6
2020,ch,Total,Retained,comment,
2020,ch,Total,Retained,regos_total_curnt,3382
2020,ch,Total,Returned,regos,325
2020,ch,Total,Returned,active,125
2020,ch,Total,Returned,apam,196.88
2020,ch,Total,Returned,funds,24610.27
2020,ch,Total,Returned,comment,
2020,ch,Total,Team,donations,190
2020,ch,Total,Team,atdd,506.43
2020,ch,Total,Team,funds,96221.22
2020,ch,Total,Team,comment,
2020,hk,Total,Foundation,donations,59
2020,hk,Total,Foundation,ada,1051.07
2020,hk,Total,Foundation,funds,62013.1
2020,hk,Total,Foundation,comment,
2020,hk,Total,New,regos,574
2020,hk,Total,New,active,248
2020,hk,Total,New,apam,3584.28
2020,hk,Total,New,funds,888901.93
2020,hk,Total,New,comment,
2020,hk,Total,Retained,regos_total_prior,814
2020,hk,Total,Retained,regos,167
2020,hk,Total,Retained,active,88
2020,hk,Total,Retained,apam,5977.7
2020,hk,Total,Retained,funds,526038.0
2020,hk,Total,Retained,comment,
2020,hk,Total,Retained,regos_total_curnt,845
2020,hk,Total,Returned,regos,104
2020,hk,Total,Returned,active,48
2020,hk,Total,Returned,apam,3707.81
2020,hk,Total,Returned,funds,177975.0
2020,hk,Total,Returned,comment,
2020,hk,Total,Team,donations,52
2020,hk,Total,Team,atdd,7395.1
2020,hk,Total,Team,funds,384545.0
2020,hk,Total,Team,comment,
2020,ex,Total,Foundation,donations,1743
2020,ex,Total,Foundation,ada,23.23
2020,ex,Total,Foundation,funds,40484.83
2020,ex,Total,Foundation,comment,
2020,ex,Total,New,regos,3998
2020,ex,Total,New,active,714
2020,ex,Total,New,apam,149.84
2020,ex,Total,New,funds,106984.47
2020,ex,Total,New,comment,
2020,ex,Total,Retained,regos_total_prior,5636
2020,ex,Total,Retained,regos,663
2020,ex,Total,Retained,active,186
2020,ex,Total,Retained,apam,246.46
2020,ex,Total,Retained,funds,45841.5
2020,ex,Total,Retained,comment,
2020,ex,Total,Retained,regos_total_curnt,5079
2020,ex,Total,Returned,regos,418
2020,ex,Total,Returned,active,100
2020,ex,Total,Returned,apam,191.51
2020,ex,Total,Returned,funds,19150.76
2020,ex,Total,Returned,comment,
2020,ex,Total,Team,donations,175
2020,ex,Total,Team,atdd,339.96
2020,ex,Total,Team,funds,59493.79
2020,ex,Total,Team,comment,
2020,sg,Total,Foundation,donations,97
2020,sg,Total,Foundation,ada,104.84
2020,sg,Total,Foundation,funds,10169.0
2020,sg,Total,Foundation,comment,
2020,sg,Total,New,regos,1059
2020,sg,Total,New,active,245
2020,sg,Total,New,apam,420.65
2020,sg,Total,New,funds,103058.49
2020,sg,Total,New,comment,
2020,sg,Total,Retained,regos_total_prior,1057
2020,sg,Total,Retained,regos,220
2020,sg,Total,Retained,active,128
2020,sg,Total,Retained,apam,643.52
2020,sg,Total,Retained,funds,82370.69
2020,sg,Total,Retained,comment,
2020,sg,Total,Retained,regos_total_curnt,1425
2020,sg,Total,Returned,regos,146
2020,sg,Total,Returned,active,57
2020,sg,Total,Returned,apam,537.96
2020,sg,Total,Returned,funds,30663.8
2020,sg,Total,Returned,comment,
2020,sg,Total,Team,donations,68
2020,sg,Total,Team,atdd,1356.06
2020,sg,Total,Team,funds,92212.0
2020,sg,Total,Team,comment,
2020,za,Total,Foundation,donations,169
2020,za,Total,Foundation,ada,591.02
2020,za,Total,Foundation,funds,99883.0
2020,za,Total,Foundation,comment,
2020,za,Total,New,regos,1740
2020,za,Total,New,active,373
2020,za,Total,New,apam,1226.49
2020,za,Total,New,funds,457480.47
2020,za,Total,New,comment,
2020,za,Total,Retained,regos_total_prior,4680
2020,za,Total,Retained,regos,669
2020,za,Total,Retained,active,249
2020,za,Total,Retained,apam,2817.35
2020,za,Total,Retained,funds,701520.85
2020,za,Total,Retained,comment,
2020,za,Total,Retained,regos_total_curnt,2946
2020,za,Total,Returned,regos,537
2020,za,Total,Returned,active,112
2020,za,Total,Returned,apam,1834.93
2020,za,Total,Returned,funds,205512.27
2020,za,Total,Returned,comment,
2020,za,Total,Team,donations,115
2020,za,Total,Team,atdd,5958.14
2020,za,Total,Team,funds,685186.0
2020,za,Total,Team,comment,
